warehouse_number,sap_code,oracle_code,condition,description,part_number,tag_number,MANUFATURE_CO,unit_of_measure,category
10,2200002704,0190506810010161,NEW,Cop Nut,,XV-56003 / XV-56004,,PC,ZSPR
10,2200002705,0190506810010175,NEW,Piston Vod Nut,,XV-56003 / XV-56004,,PC,ZSPR
10,2200002706,0190506810010180,NEW,Loerinj Pplate,,XV-56003 / XV-56004,,PC,ZSPR
10,2200002707,0190506810010269,NEW,Piston Rod Ciw Flat Key,,XV-56001,,PC,ZSPR
10,2200002708,0190506810010273,NEW,Piston Rod Cuidance,,XV-56001,,PC,ZSPR
10,2200002709,0190506810010288,NEW,Complete Pre Assembled,,XV-56001,,PC,ZSPR
10,2200002710,0190506810010333,NEW,Complete Pre Assembled Piston,,XV-56002,,PC,ZSPR
10,2200002711,0190506810010427,NEW,Riston Rod Ciw Flat Key,,XV-52010,,PC,ZSPR
10,2200002712,0190506810010431,NEW,Piston Rod,,XV-52010,,PC,ZSPR
10,2200002713,0190506810010446,NEW,Complete Pro Assebled,,XV-52010,,PC,ZSPR
10,2200002714,0190506810010451,NEW,Pin Plug,,XV-52010,,PC,ZSPR
10,2200002715,0190506810010868,NEW,Piston Rod 0105,5-Jan,XV-56002,,PAC,ZSPR
10,2200002716,0190506810010872,NEW,Stem 0106,01.06,XV-56002,,PC,ZSPR
10,2200002717,0190506810010887,NEW,Guide Bushing 0109,01.09,XV-56002,,PC,ZSPR
10,2200002718,0190506810010896,NEW,Piston Assembly,01-23 / A003 / 04-01 / 02-01 / 01-25 / B007,XV-56002,,PC,ZSPR
10,2200002719,0190506810010909,NEW,Seal Set For Actuator,,XV-56002,,PAC,ZSPR
10,2200002720,0190506810010920,NEW,Cap Nut Item 1.29,,,,PC,ZSPR
10,2200002721,0190506810010930,NEW,Spare Kit For Actuator,,,,PC,ZSPR
10,2200002722,0190506810010950,NEW,Complete Soft Sealing Kit For Valve Actu,,,,PC,ZSPR
10,2200002723,0190506810010960,NEW,Complete Soft Sealing Kit Xv-56003,,xv-56003,,PC,ZSPR
10,2200002724,0190506810010970,NEW,Complete Soft Sealing Kit Xv-52010,,xv-52010,,PC,ZSPR
10,2200002725,0190506810010980,NEW,Pnumatic Cabinet,,,,PC,ZSPR
10,2200002726,0190506810010990,NEW,Drain Plug Pos.0120,,,,PC,ZSPR
10,2200002727,0190506810011000,NEW,Plug Pa30141,,,,PC,ZSPR
10,2200002728,0190506810020010,NEW,ه I@I Posit Onar Z,,,,PC,ZSPR
10,2200002729,0190506810020020,NEW,Set Ball Seat Ring (1),,,,PC,ZSPR
10,2200002730,0190506810020040,NEW,Stem For Ball Valve (4),,,,PC,ZSPR
10,2200002731,0190506810020050,NEW,Ball For Ball Valve,,,,PC,ZSPR
10,2200002732,0190506810020060,NEW,Set Packing Ring (2),,,,PC,ZSPR
10,2200002733,0190506810020070,NEW,Compl. Actuator (3),,,,PC,ZSPR
10,2200002734,0190506810020080,NEW,Set Of Wearing (4),,,,PC,ZSPR
10,2200002735,0190506810020100,NEW,Set Ball Seat Ring (4),,,,PC,ZSPR
10,2200002736,0190506810020110,NEW,Stem For Ball Valve (3),,,,PC,ZSPR
10,2200002737,0190506810020120,NEW,Ceramic Ball (2),,,,PC,ZSPR
10,2200002738,0190506810020130,NEW,Set Packing Ring (1),,,,PC,ZSPR
10,2200002739,0190506810020140,NEW,Compl. Actuator (2),,,,PC,ZSPR
10,2200002740,0190506810020150,NEW,Set Of Wearing (3),,,,PC,ZSPR
10,2200002741,0190506810020160,NEW,Set Ball Seat Ring (2),,,,PC,ZSPR
10,2200002742,0190506810020170,NEW,Ceramic Ball (1),,,,PC,ZSPR
10,2200002743,0190506810020180,NEW,Compl.Actuator (1),,,,PC,ZSPR
10,2200002744,0190506810020190,NEW,Set Of Wearin G,,,,PC,ZSPR
10,2200002745,0190506810020200,NEW,Ball Seat Ring,,,,PC,ZSPR
10,2200002746,0190506810020210,NEW,Stem For Ball Valve (2),,,,PC,ZSPR
10,2200002747,0190506810020220,NEW,Set Of Wearing (2),,,,PC,ZSPR
10,2200002748,0190506810020230,NEW,Complete Piston Pos 70-112,,,,PC,ZSPR
10,2200002749,0190506810020240,NEW,Set Packing Ring (3),,,,PC,ZSPR
10,2200002750,0190506810020250,NEW,Compl. Actuator (1),,,,PC,ZSPR
10,2200002751,0190506810020260,NEW,Set Ball Seat Ring (3),,,,PC,ZSPR
10,2200002752,0190506810020270,NEW,Stem For Ball Valve (1),,,,PC,ZSPR
10,2200002753,0190506810020280,NEW,Ceramic Ball (3),,,,PC,ZSPR
10,2200002652,0190506810020290,NEW,Set Pacing Ring,,,,PC,ZSPR
10,2200002653,0190506810020300,NEW,Compl.Actuator (2),,,,PC,ZSPR
10,2200002654,0190506810020310,NEW,Set Of Wearing (1),,,,PC,ZSPR
10,2200002655,0190506810020320,NEW,Ball Ring Set Atomac Akh-2dn150pn16,,,,PC,ZSPR
10,2200002656,0190506810020330,NEW,Stem Forball Valve Atomac Akh-2dn150pn16,,,,PC,ZSPR
10,2200002657,0190506810020340,NEW,Ceramic Ball Atomac Akh-2dn150pn16,,,,PC,ZSPR
10,2200002658,0190506810020350,NEW,Stem For Bell Valve Atomac Akh-2dn80pn16,,,,PC,ZSPR
10,2200002659,0190506810020360,NEW,Packing Ring Set Atomac Akh-2dn80pn16,,,,PC,ZSPR
10,2200002660,0190506810020370,NEW,Pacing Ring Set Atomac Akh-2dn150pn16,,,,PC,ZSPR
10,2200002661,0190506810020380,NEW,Gland For Atomak Akh-2 Dn 50 Pn 15,,,,PC,ZSPR
10,2200002662,0190506810090019,NEW,Bellow Seal Faltembalg Aus 14571 Feug 92,1.45 71 / 9211 DN 25 / PN 40,,,PC,ZSPR
10,2200002663,0190506810090038,NEW,Spare Part Vessvessei Resatteribleh,411-033012,,,PC,ZSPR
10,2200002664,0190506810090042,NEW,Spare Part Vesse Ersatteilbeh,,,,PC,ZSPR
10,2200002665,0190506810090061,NEW,Bolts And Nuts,,LT-57001 / LT-57002,,PC,ZSPR
10,2200002666,0190506810090090,NEW,Spindleseattrim Forcontrolvalvend15np40s,,LT-57001 / LT-57002,,PAC,ZSPR
10,2200002667,0190506810090102,NEW,Spindleseattrimforcontrolvalvend25np406s,,LT-57001 / LT-57002,,PAC,ZSPR
10,2200002668,0190506810090121,NEW,Spindleseattrimseatq10m Mlinear Armourin,,LT-57001 / LT-57002,,PAC,ZSPR
10,2200002669,0190506810090136,NEW,Spindleseattrimseatq18m Mequalarmourir,,LT-57001 / LT-57002,,PAC,ZSPR
10,2200002670,0190506810090141,NEW,Spindleseattrim Seatq22m Mlineararmourin,,PV-33808,,PAC,ZSPR
10,2200002671,0190506810090155,NEW,Spindleseattrimseat Q27m Mlinear Armouri,,PV-84007,,PAC,ZSPR
10,2200002672,0190506810090160,NEW,Spindleseattrim Seatq27m Mlinear,,PV-84007,,PAC,ZSPR
10,2200002673,0190506810090174,NEW,Spindleseattrim Seatq27m Mequalsoftsea,,PV-84007,,PAC,ZSPR
10,2200002674,0190506810090189,NEW,Spindleseattrim Seatq27onfofsof Eseat,,PV-84007,,PAC,ZSPR
10,2200002675,0190506810090198,NEW,Spindleseattrim For Nd50np40seatq52mm E,,PV-84007,,PAC,ZSPR
10,2200002676,0190506810090201,NEW,Spindleseattrim Seatq52m Mlinearatmouri,,PV-84007,,PAC,ZSPR
10,2200002677,0190506810090215,NEW,Spindleseattrim Forcontrol Valve Nd80np4,,PV-84007,,PAC,ZSPR
10,2200002678,0190506810090220,NEW,Spindleseattrim Seatq80m M Equal130,,PV-84007,,PAC,ZSPR
10,2200002679,0190506810090249,NEW,Spindleseattrimseatq80m Monoffsofrsea,,LV-54025 / LV-57007,,PAC,ZSPR
10,2200002680,0190506810090253,NEW,Spindleseattrimforcontrolvalvewd100np40s,,LV-54025 / LV-57007,,PAC,ZSPR
10,2200002681,0190506810090268,NEW,Spindleseattrimforcontrolvalvend150np40s,,TV-81003,,PAC,ZSPR
10,2200002682,0190506810090272,NEW,Spindleseattrimforcontrolvalven200np40se,,FV-52009,,PAC,ZSPR
10,2200002683,0190506810090366,NEW,Spindleseattrimkoml Fursrellvetilnw100nd,,TV-55003,,PAC,ZSPR
10,2200002684,0190506810090371,NEW,Spindleseattrimsitq8077 Gleichp Roemtig,,LV-56201A / LV-52401A / FV-52005 / LV-52601A,,PAC,ZSPR
10,2200002685,0190506810090385,NEW,Spindleseattrim Koml Fur Stellvetilnw200,NW200-Q122,TV-55003B,,PAC,ZSPR
10,2200002686,0190506810090431,NEW,Lubrication Prsg 51 Prebscnmierung,PRSG 511,TV-55003B,,PC,ZSPR
10,2200002687,0190506810090483,NEW,Spare Part Vessel Bheg 41103301 Ersateil,41103301,FV-52302A,,PC,ZSPR
10,2200002688,0190506810090492,NEW,Spare Part Vessel Bheg 41103312 Ersateil,41103312,FV-52302A,,PC,ZSPR
10,2200002689,0190506810090618,NEW,Spindle Siv 822,SIV 82/2,FV-52302A,,PC,ZSPR
10,2200002690,0190506810090622,NEW,Spindle Siv 821,SIV 82/1,FV-52302A,,PC,ZSPR
10,2200002691,0190506810090637,NEW,Spare Packing Ersatpacking Type Hd Graph,HD,FV-52302A,,PC,ZSPR
10,2200002692,0190506810090680,NEW,Spindle Siv823,SIV 82/3,FV-52302A,,PC,ZSPR
10,2200002693,0190506810090699,NEW,Spindel Siv862,SIV 86/2,FV-52302A,,PC,ZSPR
10,2200002694,0190506810090721,NEW,Spindle Siv 851,SIV 85/1,FV-52302A,,PC,ZSPR
10,2200002695,0190506810090740,NEW,Spring Fes 6501,FES 650/1,FV-52302A,,PC,ZSPR
10,2200002696,0190506810090754,NEW,Spring Fes 6481,FES 648/1,FV-52302A,,PC,ZSPR
10,2200002697,0190506810090769,NEW,Spring Fes 6741,FES 674/1,FV-52302A,,PC,ZSPR
10,2200002698,0190506810090788,NEW,Spring Fes 6891,FES 689/1,FV-52302A,,PC,ZSPR
10,2200002699,0190506810090797,NEW,Spring Fes 6731,FES 673/1,FV-52302A,,PC,ZSPR
10,2200002700,0190506810090814,NEW,Plastic Caps Sie4010,SIE 40-10,FV-52302A,,PC,ZSPR
10,2200002701,0190506810090829,NEW,Plastic Caps Si E5 015,015,FV-52302A,,PC,ZSPR
10,2200002702,0190506810090852,NEW,Hand Wheel Handradseitl Vrec 408607,VREC 408607,FV-52302A,,PC,ZSPR
10,2200002601,0190506810090946,NEW,Spare Part Vessel Bheg 41109601 Emsat Te,41109601,FV-52302A,,PC,ZSPR
10,2200002602,0190506810090951,NEW,Spare Part Vessel Bheg 41109602,41109602,FV-52302A,,PC,ZSPR
10,2200002603,0190506810090970,NEW,Spare Part Vessel Bheg 41109604,41109604,FV-52302A,,PC,ZSPR
10,2200002604,0190506810090984,NEW,Spring Fes 67211,67211,FV-52302A,,PC,ZSPR
10,2200002605,0190506810091022,NEW,Spare Part Vessel Bheg 411033109,411033109,FV-52302A,,PC,ZSPR
10,2200002606,0190506810091037,NEW,Spare Part Vessel Bheg 411 0033127,0033127,FV-52302A,,PC,ZSPR
10,2200002607,0190506810091041,NEW,Spare Part Vessel Bheg 411 096019,096019,FV-52302A,,PC,ZSPR
10,2200002608,0190506810091056,NEW,Spare Part Vessel Bheg 411096028,411096028,FV-52302A,,PC,ZSPR
10,2200002609,0190506810091075,NEW,Spare Part Vessil Bheg 411 096046,096046,FV-52302A,,PC,ZSPR
10,2200002610,0190506810091080,NEW,Spare Part Vessel Bheg 096055,096055,FV-52302A,,PC,ZSPR
10,2200002611,0190506810091135,NEW,Lubrication Stxg512,612,FV-52302A,,PC,ZSPR
10,2200002612,0190506810091140,NEW,Button Kn S 2211,14/1,FV-52302A,,PC,ZSPR
10,2200002613,0190506810091154,NEW,1 Lever Compler Hexj 79311,79311,FV-52302A,,PC,ZSPR
10,2200002614,0190506810091169,NEW,Sping Disc Sbf 15,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002615,0190506810091173,NEW,Cylinder Screw Sry 2311,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002616,0190506810091188,NEW,Measwing Elemenr,MEASWING,FV-52302A,,PC,ZSPR
10,2200002617,0190506810091197,NEW,Amplifier,,FV-52302A,,PC,ZSPR
10,2200002618,0190506810091200,NEW,Regreducing Adepter Bheg 411023071,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002619,0190506810091214,NEW,I Hreader Pin Stg 2391,2391,FV-52302A,,PC,ZSPR
10,2200002620,0190506810091233,NEW,Diaphrams Mex 492,492,FV-52302A,,PC,ZSPR
10,2200002621,0190506810091248,NEW,Diaphrams Mex 491,491,FV-52302A,,PC,ZSPR
10,2200002622,0190506810091252,NEW,Diaplrams Mex 7111,7111,FV-52302A,,PC,ZSPR
10,2200002623,0190506810091271,NEW,Bushing Bux 10431,10431,FV-52302A,,PC,ZSPR
10,2200002624,0190506810091286,NEW,Range Supperssion B Heg411023071,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002625,0190506810091295,NEW,Cones Kgd 501,501,FV-52302A,,PC,ZSPR
10,2200002626,0190506810091308,NEW,Tubes Fef 1211,1211,FV-52302A,,PC,ZSPR
10,2200002627,0190506810091312,NEW,Ball Bearing Lakg 161,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002628,0190506810091327,NEW,Sheet Stell Coplet Bjx9 4612,4612,FV-52302A,,PC,ZSPR
10,2200002629,0190506810091331,NEW,Disc S B 13,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002630,0190506810091351,NEW,Panel Hixing Hh Xg 2291,2291,FV-52302A,,PC,ZSPR
10,2200002631,0190506810091365,NEW,Pressur Tubes Fes2721,2721,FV-52302A,,PC,ZSPR
10,2200002632,0190506810091393,NEW,1 Tcrew Tr H 136a1,1,FV-52302A,,PC,ZSPR
10,2200002633,0190506810091406,NEW,Plug Cock Kugh 141,14/1,FV-52302A,,PC,ZSPR
10,2200002634,0190506810091411,NEW,Spindle Seat Trim Q25,25-DN41-64SITZQ100,FV-52302A,,PC,ZSPR
10,2200002635,0190506810091425,NEW,Gasket And Hand Ware 3811,3811,FV-52302A,,PC,ZSPR
10,2200002636,0190506810091459,NEW,Sealing Set For Ecard Type: 6812156pm100,100,LV-58008 / TV-51007 / XV-51009 / FV-52005B / LV-58011,,PC,ZSPR
10,2200060783,0190506810091562,NEW,Diaphram Motor 681213401,PN 6812-134-01,LV-58008 / TV-51007 / XV-51009 / FV-52005B / LV-58011,,PC,ZSPR
10,2200002637,0190506810091602,NEW,Pneumtic,TYEP A-700 BLLOBN1,HV-33001,,PC,ZSPR
10,2200002638,0190506810091609,NEW,Actuator Pm700,700,HV-33001,,PC,ZSPR
10,2200002639,0190506810091617,NEW,Diaphram Motor 681217603,681217603,HV-33001,,PC,ZSPR
10,2200002640,0190506810091621,NEW,Diaphram Motor 681215602,681215602,HV-33001,,PC,ZSPR
10,2200002641,0190506810091636,NEW,Pneumatic,TYPE M 700 BOSBN1,HV-54002 / HV-33702,,PC,ZSPR
10,2200002642,0190506810091749,NEW,Valve Inserts Spindle Seat,KPDG146/11/BUXG8212,HV-54002 / HV-33702,,PC,ZSPR
10,2200002643,0190506810091753,NEW,Valve Insert Compt Spindle,KPDG407943012 / BUXG8214,HV-54002 / HV-33702,,PC,ZSPR
10,2200002644,0190506810091768,NEW,Valve Inserts Complet,BUX85319 TYPE KP DG 4153,HV-54002 / HV-33702,,PC,ZSPR
10,2200002645,0190506810091931,NEW,Packinj Of Sluffimj Box,TYPE RIXG 63/1,FV-52302A,,PC,ZSPR
10,2200002646,0190506810091945,NEW,Premuue Piecer,PREMUUE,FV-52302A,,PC,ZSPR
10,2200002647,0190506810091950,NEW,Lackimj Scvew,LACKIMJ,FV-52302A,,PC,ZSPR
10,2200002648,0190506810091964,NEW,Nuts M10,M 10,FV-52302A,,PC,ZSPR
10,2200002649,0190506810091979,NEW,Juide Bush,JUIDE,FV-52302A,,PC,ZSPR
10,2200002650,0190506810092002,NEW,Muts0,411-196-044,FV-52302A,,PC,ZSPR
10,2200002651,0190506810092021,NEW,Gpare Port Set Bheg 411 196,196,FV-52302A,,PC,ZSPR
10,2200002550,0190506810092041,NEW,Plug Type Kpdg 417796013,25-DN41-64SITZQ100,LV-33802,,PC,ZSPR
10,2200002551,0190506810092055,NEW,Seat Stem Siv 521373146,25-DN41-64SITZQ100,LV-33802,,PC,ZSPR
10,2200002552,0190506810092060,NEW,Lv 33801 Compl,33801,LV-33801,,PC,ZSPR
10,2200002553,0190506810092115,NEW,Actouator For Lv- 33401,500 CM - 40 MM - 0.3 : 1,LV-33401 / HV-56003,,PC,ZSPR
10,2200002554,0190506810092134,NEW,Seat For Pv 33802,25-DN45-64SITZQ100,PV-33802,,PC,ZSPR
10,2200002555,0190506810092153,NEW,Actuator Doubie Dapitragui,500 CM - 50 MM,PV-33802,,PC,ZSPR
10,2200002556,0190506810092168,NEW,Stem (3),,PV-33802,,PAC,ZSPR
10,2200002557,0190506810092172,NEW,Nozzle (1),,PV-33802,,PAC,ZSPR
10,2200002558,0190506810092196,NEW,Fastener Ring,FASTENER,PV-33802,,PC,ZSPR
10,2200002559,0190506810092209,NEW,Cap Screw,CAP,PV-33802,,PAC,ZSPR
10,2200002560,0190506810092294,NEW,Parablic Plug Single Seated- Seatdia3mm-,503858025 KPD 459/12,LV-33130,,PC,ZSPR
10,2200002561,0190506810092307,NEW,Seat Ring Typebux 8171,TYPE 817/1,LV-33130,,PC,ZSPR
10,2200002562,0190506810092311,NEW,Set Of Packing Ring Type Rixg 7712,RIXG 77/2,LV-33130,,PC,ZSPR
10,2200002563,0190506810092331,NEW,Plug Seat Aud Sten,25-DN41-64SITZQ100,LV-33121 / XV-85001 / XV-82201,,PC,ZSPR
10,2200002564,0190506810092345,NEW,414678015-948a2n Spare Parts Xv81001,81001,XV-81001,,PC,ZSPR
10,2200002565,0190506810092350,NEW,Spar Parts X 51001,25-DN42-64SITZQ100,XV-51001 / XV-51003 / XV-52007 / XV-52009 / XV-57001 / XV-57003 / XV-57005,,PC,ZSPR
10,2200002566,0190506810092364,NEW,Bux817/9 F V 33204,33204,FV-33204,,PC,ZSPR
10,2200002567,0190506810092379,NEW,Sjv 521-373-085 P V 52015,52015,LV-33101A / PV-52015,,PC,ZSPR
10,2200002568,0190506810092405,NEW,414662019-350g2n Fv 52005a,52005,FV-52005A,,PC,ZSPR
10,2200002569,0190506810092424,NEW,Packing For X V 54001,54001,XV-54005 / XV-54001,,PAC,ZSPR
10,2200002570,0190506810092439,NEW,25631 P V 54010,54010,XV-54010,,PAC,ZSPR
10,2200002571,0190506810092443,NEW,Set Spar Ev 54010,25-DN42-64SITZQ100,XV-55001,,PAC,ZSPR
10,2200002572,0190506810092481,NEW,Spare Part Forlv-58005 Plug- Seat Vst,521735012KVS3.5 - 501064042 18MM - 521373119 - 406310011 - 50789731,LV-58005,,PAC,ZSPR
10,2200002573,0190506810092491,NEW,501062032-Bux-8135 Spare Part Tv-51007,414315021KSV56 - 65MM TYPE 501062032 - TYPE 521373173 - TYPE 406310011 - TYPE 507897069,TV-51007,,PAC,ZSPR
10,2200002574,0190506810092504,NEW,72207 Spare Part Forlv-58008b,521737011KVS14 - 27MM TYPE 501064069 - 521373119 - 507897031 - TYPE 40631001,LV-58008B,,PAC,ZSPR
10,2200002575,0190506810092519,NEW,501064101-Bux8173 Spare Part Lv-810013,51976011 - 5MM TYPE 501064101 - TYPE 406310011,LV-81001 / LV-81003,,PAC,ZSPR
10,2200002576,0190506810092538,NEW,509835029bux12282 Spare Part Tv-51007,414927016KVS22 - 504835024 - 521373342 - 507897051 - 406310011,LV-54003B / TV-51007,,PAC,ZSPR
10,2200002577,0190506810092542,NEW,41505001140+12p Spare Part Tv-57009,415050011KVS40 - 501063036 - 521373342 - 406310011 - 507897051,TV-57004 / TV-57009,,PAC,ZSPR
10,2200002578,0190506810092557,NEW,Spare Part Forxv-57001plug- Seat Vst,415020014 - 501064069 - 521373085 - 406310011 - 507897031,XV-57001 / XV-57002 / XV-57003 / XV-57005 / XV-51001 / XV-51003 / XV-51010,,PAC,ZSPR
10,2200002579,0190506810092590,NEW,Rjx677/2 Spare Part Lv-52601a,521312014 KVS 88 - 501062041 - 521373173 - 406310011 - 507897051,LV-52601A / LV-52401A / LV-56201A,,PAC,ZSPR
10,2200002580,0190506810092601,NEW,501063036bux8156 Spare Part Tv-82302,521448016 KVS 40 - 501063036 - 521373342 - 406310011 - 507897051,TV-82302 / TV-82303,,PAC,ZSPR
10,2200002581,0190506810092621,NEW,51872402 Compl Measuring,COMPL,,,PC,ZSPR
10,2200002582,0190506810092635,NEW,Pn Actuator 700v Ty6813453 Lv58011,6813453,LV-58011,,PC,ZSPR
10,2200002583,0190506810092767,NEW,Bux501062041 Seat Ring Lv-58008a,TYPE BUX501,LV-58008A,,PC,ZSPR
10,2200002584,0190506810092771,NEW,33546/002 Plug Lv-58008a,52131019,LV-58008A,,PC,ZSPR
10,2200002585,0190506810092786,NEW,Sjv 52137017 Valve Stem Lv-58008a,SJV 52137017,LV-58008A,,PC,ZSPR
10,2200002586,0190506810092795,NEW,50117051 Seat Ring Lv-58011,BUX501187051,LV-58011,,PC,ZSPR
10,2200002587,0190506810092808,NEW,52130901956i2n Plug Lv-58011,TYPEKPDG 414851046,LV-58011,,PC,ZSPR
10,2200002588,0190506810092812,NEW,Valve Stem Lv-58011,TYPE SJV 521373173,LV-58011,,PC,ZSPR
10,2200002589,0190506810092827,NEW,Bux501062032 Seat Ring Pv-81009,TYPE BUX501062032,PV-81009,,PC,ZSPR
10,2200002590,0190506810092831,NEW,33546/005 Plug Pv-81009,TYPE KPD521309019,PV-81009,,PC,ZSPR
10,2200002591,0190506810092846,NEW,Sjv 521373067 Valve Stem Pv-81009,SJV 521373067,PV-81009,,PC,ZSPR
10,2200002592,0190506810092851,NEW,Bux501064069 Seat Ring Lv-58008b,TYPE BUX501064069,LV-58008B,,PC,ZSPR
10,2200002593,0190506810092865,NEW,Kpd521737011 Plug Lv-58008b,TYPE KPD521731011,LV-58008B,,PC,ZSPR
10,2200002594,0190506810092870,NEW,Sjv521373 Valve Stem Lv-58008b,TYPE SJV 521373,LV-58008B,,PC,ZSPR
10,2200002595,0190506810092959,NEW,Pneu Actuator Typega 1312125g,TYPE A1-31 2125G ST 30MM,LV-58008B,,PC,ZSPR
10,2200002596,0190506810093035,NEW,[Pn.Actuator Pm350 Pv 84007^,25-DN41-64SITZQ100,LV-83551,,PC,ZSPR
10,2200002597,0190506810093054,NEW,اويل سيل ضغط عالي,25-DN41-64SITZQ100,LV-83551,,PC,ZSPR
10,2200002598,0190506810100011,NEW,Plugseatandtrimtype1021 Dnpn25100 0kv 1,,,,PC,ZSPR
10,2200002599,0190506810100025,NEW,Plugseatandtrimtype1065 Dnipn25100 0kv 4,25/100,TV-52807,,PC,ZSPR
10,2200002600,0190506810100044,NEW,Plugseatandtrimtype1065 Dnpn25100 0kv5,25/100,TV-52805,,PC,ZSPR
10,2200002499,0190506810100059,NEW,Plugseatandtrimtype1065dnpn25640kv1013,25/6/40,XV-52807,,PC,ZSPR
10,2200002500,0190506810100063,NEW,Plugseatandtrimtype1065 Dnpn25640kv821,62E-103-3-2,LV-57003B,,PC,ZSPR
10,2200002501,0190506810100078,NEW,Plugseat Andtrim Type1065 Dnpn25100 0kv1,1,FV-51003,,PC,ZSPR
10,2200002502,0190506810100082,NEW,Plugseatand Trimtype 1065 Dnpn25640kv151,25-DN43-64SITZQ101,XV-52805,,PC,ZSPR
10,2200002503,0190506810100091,NEW,Plugseatand Trimtype 1021 Dnpn50100 0kv,,XV-57008,,PC,ZSPR
10,2200002504,0190506810100104,NEW,Plugseatand Trimtype 1060 Dnpn 5040 0kv,,PV-52016,,PC,ZSPR
10,2200002505,0190506810100119,NEW,Plugseatand Trimtype 1065 Dnpn 5064 0kv2,2,LV-54006 / HV-54006,,PC,ZSPR
10,2200002506,0190506810100123,NEW,Plugseatand Trimtype 1065 Dnpn5064 0kv25,25,PV-57008A / PV-57008B,,PC,ZSPR
10,2200002507,0190506810100138,NEW,Plugseatand Trimtype 1065dnpn 5064 0kv 3,3,LV-53001,,PC,ZSPR
10,2200002508,0190506810100157,NEW,Plugseatand Trim Type 1065 Dnpns064 Kv30,TYPE 1065 DN / PN 80 / 164 KV 30/24,LV-57003A,,PC,ZSPR
10,2200002509,0190506810100161,NEW,Plugseatand Trim Type 1021dnpn100640kv10,TYPE 102/DN/PN/100/640/KV100/40,HV-52001,,PC,ZSPR
10,2200002510,0190506810100176,NEW,Plugseatand Trim Type 1030 Dnpn 150640kv,TYPE 1030 DN / PN / 150 / 640 / KV 125/250,PV-51002,,PC,ZSPR
10,2200002511,0190506810100181,NEW,Plugseatand Trim Type 1060 Dnpn 150400kv,TYPE 1060 DN / PN / 50/400 / KV 100/170,HV-58001,,PC,ZSPR
10,2200002512,0190506810100202,NEW,Plugseatand Trim Type 1021 Dnpn 200640kv,TYPE 1021/DN/PN/200/640/KV200/420,FV-51005 / FV-52001,,PC,ZSPR
10,2200002513,0190506810100217,NEW,Plugseatand Trim Type 1030 Dnpn200640kv1,TYPE 1030 DN / PN / 200 / 640 / KV 150/390,PV-54001,,PC,ZSPR
10,2200002514,0190506810100221,NEW,Plugseatand Trim Type 1030 Dnpn 2006 (2),TYPE 1030 DN / PN / 200 / 640 / KV 200/600,FV-54002,,PC,ZSPR
10,2200002515,0190506810100236,NEW,Plugseatand Trim Type 1060 Dnpn 200400kv,200140,PV-55002,,PC,ZSPR
10,2200002516,0190506810100241,NEW,Plugseatand Trim Type 1030 Dnpn 2006 (1),TYPE 1030 DN / PN 200 / 640 / KV 250 / 1000,FV-54003,,PC,ZSPR
10,2200002517,0190506810100255,NEW,Plugseatand Trim Type 1030 Dnpn 250640kv,TYPE 1030 DN / PN 250 / 640 / KV 250 / 1000,PV-53003,,PC,ZSPR
10,2200002518,0190506810100387,NEW,Diaphragm For Pneum Actuator Ordr No9116,PN.NO 9116 / 2835 P300P,FV-51006,,PC,ZSPR
10,2200002519,0190506810100396,NEW,Diaphragm For Pneumactuator Order No 911,PN.NO  PDER-9116 -12839 - PY50,FV-51006,,PC,ZSPR
10,2200002520,0190506810100409,NEW,Diaphragm For Pneumactuator Order No1556,PN ACTUATOR ORDER NO - 15569.4 R200,FV-51006,,PC,ZSPR
10,2200002521,0190506810100413,NEW,Diaphragm For Pneumactuator Order No 148,PN ACTUATOR ORDER NO - 14830.4  R300,FV-51006,,PC,ZSPR
10,2200002522,0190506810100428,NEW,Gaskets For Valve Body Type 1060 Dn 50 P,TYPE 1060 DN 50 PN 40,FV-51006,,PC,ZSPR
10,2200002523,0190506810100432,NEW,Gaskets Set For Valve Body Type 1030.Dn1,TYPE 1030 DN 150 PN 64,FV-51006,,PC,ZSPR
10,2200002524,0190506810100447,NEW,Gaskets For Valve Body Type 1030 Dn 150,TYPE 1030 DN 150 PN 40,FV-51006,,PC,ZSPR
10,2200002525,0190506810100466,NEW,Gaskets For Valve Body Type 1060 Dn 200,TYPE 1060 DN 200 PN 40,FV-58001,,PC,ZSPR
10,2200002526,0190506810100471,NEW,Gaskets For Valve Body Type 1060 Dn 250,TYPE 1060 DN 250 PN 40,FV-58001,,PC,ZSPR
10,2200002527,0190506810100485,NEW,Gaskets For Valvs Body Typ 1021 Dn 25 Pn,TYPE 102 / DN 25 PN 100,FV-58001,,PC,ZSPR
10,2200002528,0190506810100494,NEW,Gaskets For Valvs Body Typ 1021 Dn 50 Pn,TYPE 102 / DN 50 PN 100,FV-58001,,PC,ZSPR
